# 派生词候选_待审核

生成时间	2026-04-28 20:58:57
导入词库数	27
已有词条数	1849482
2字源词数	175235

说明：这是保守规则生成的候选，不会自动入库。确认后再写入 base 或 composite。
列格式：类型	建议目标	源词/源组合	源频	派生候选	来源
verb_object	cn_dicts_cell/composite.dict.yaml	打钱	788	打了钱、打完钱、打钱没、没打钱、打没打钱、打了个钱、打了笔钱	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	打手	782	打了手、打完手、打手没、没打手、打没打手、打了个手	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	取证	778	取了证、取完证、取证没、没取证、取没取证、取了个证	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	补刀	771	补了刀、补完刀、补刀没、没补刀、补没补刀、补了个刀	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	关照	761	关了照、关完照、关照没、没关照、关没关照、关了个照、关了张照	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	穿衣	754	穿了衣、穿完衣、穿衣没、没穿衣、穿没穿衣、穿了个衣	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	审稿	746	审了稿、审完稿、审稿没、没审稿、审没审稿、审了个稿	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	开水	738	开了水、开完水、开水没、开没开水、开了个水、开了杯水、开了瓶水、开了口水、开了碗水	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	充血	736	充了血、充完血、充血没、没充血、充没充血、充了个血	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	办卡	734	办完卡、办卡没、没办卡、办没办卡、办了个卡、办了张卡	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	喝汤	727	喝完汤、喝汤没、没喝汤、喝没喝汤、喝了个汤	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	铺路	724	铺了路、铺完路、铺路没、没铺路、铺没铺路、铺了个路	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	倒车	721	倒了车、倒完车、倒车没、没倒车、倒没倒车、倒了个车、倒了辆车、倒了台车	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	补牙	717	补了牙、补牙没、没补牙、补没补牙、补了个牙	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	查证	716	查了证、查完证、查证没、没查证、查没查证、查了个证	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	补水	714	补了水、补完水、补水没、没补水、补没补水、补了个水、补了杯水、补了瓶水、补了口水、补了碗水	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	换药	712	换了药、换完药、换药没、没换药、换没换药、换了个药、换了片药、换了颗药、换了粒药	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	贴膜	706	贴了膜、贴完膜、贴膜没、没贴膜、贴没贴膜、贴了个膜	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	买账	704	买了账、买完账、买账没、没买账、买没买账、买了个账、买了笔账	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	吸管	699	吸了管、吸完管、吸管没、没吸管、吸没吸管、吸了个管	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	洗牌	695	洗了牌、洗完牌、洗牌没、没洗牌、洗没洗牌、洗了个牌	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	录屏	682	录了屏、录完屏、录屏没、没录屏、录没录屏、录了个屏	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	卖车	657	卖了车、卖完车、卖车没、没卖车、卖没卖车、卖了个车、卖了辆车、卖了台车	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	种树	654	种了树、种树没、没种树、种没种树、种了个树	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	摸牌	650	摸了牌、摸完牌、摸牌没、没摸牌、摸没摸牌、摸了个牌	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	切口	646	切了口、切完口、切口没、没切口、切没切口、切了个口	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	学车	645	学了车、学车没、没学车、学没学车、学了个车、学了辆车、学了台车	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	翻脸	634	翻完脸、翻脸没、没翻脸、翻没翻脸、翻了个脸	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	买药	622	买了药、买完药、买药没、没买药、买没买药、买了个药、买了片药、买了颗药、买了粒药	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	洗车	622	洗了车、洗车没、没洗车、洗没洗车、洗了个车、洗了辆车、洗了台车	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	抢票	621	抢了票、抢完票、抢票没、没抢票、抢没抢票、抢了个票、抢了张票	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	放款	621	放了款、放完款、放款没、没放款、放没放款、放了个款、放了笔款	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	退钱	619	退了钱、退完钱、退钱没、没退钱、退没退钱、退了个钱、退了笔钱	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	开灯	613	开完灯、开灯没、没开灯、开没开灯、开了个灯	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	开锅	611	开完锅、开锅没、没开锅、开没开锅、开了个锅	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	吸水	609	吸了水、吸完水、吸水没、没吸水、吸没吸水、吸了个水、吸了杯水、吸了瓶水、吸了口水、吸了碗水	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	卖房	607	卖完房、卖房没、没卖房、卖没卖房、卖了个房、卖了套房、卖了间房	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	试管	607	试了管、试完管、试管没、没试管、试没试管、试了个管	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	种菜	606	种了菜、种完菜、种菜没、没种菜、种没种菜、种了个菜、种了道菜、种了盘菜	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	卖钱	594	卖了钱、卖完钱、卖钱没、没卖钱、卖没卖钱、卖了个钱、卖了笔钱	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	关灯	592	关完灯、关灯没、没关灯、关没关灯、关了个灯	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	收盘	592	收了盘、收完盘、收盘没、没收盘、收没收盘、收了个盘	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	换车	580	换了车、换完车、换车没、没换车、换没换车、换了个车、换了辆车、换了台车	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	拿刀	574	拿了刀、拿完刀、拿刀没、没拿刀、拿没拿刀、拿了个刀	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	切题	567	切了题、切完题、切题没、没切题、切没切题、切了个题、切了道题	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	修路	566	修了路、修完路、修路没、没修路、修没修路、修了个路	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	领口	564	领了口、领完口、领口没、没领口、领没领口、领了个口	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	拿手	562	拿了手、拿完手、拿手没、没拿手、拿没拿手、拿了个手	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	退票	561	退了票、退完票、退票没、没退票、退没退票、退了个票、退了张票	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	卖书	554	卖了书、卖完书、卖书没、没卖书、卖没卖书、卖了个书、卖了本书、卖了部书、卖了卷书、卖了套书	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	打码	554	打完码、打码没、没打码、打没打码、打了个码	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	关口	551	关了口、关完口、关口没、没关口、关没关口、关了个口	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	播音	551	播了音、播完音、播音没、没播音、播没播音、播了个音	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	查房	546	查了房、查房没、没查房、查没查房、查了个房、查了套房、查了间房	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	卖血	544	卖了血、卖完血、卖血没、没卖血、卖没卖血、卖了个血	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	听书	541	听了书、听完书、听书没、没听书、听没听书、听了个书、听了本书、听了部书、听了卷书、听了套书	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	捕鱼	538	捕了鱼、捕完鱼、捕鱼没、没捕鱼、捕没捕鱼、捕了个鱼	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	发车	531	发了车、发完车、发车没、没发车、发没发车、发了个车、发了辆车、发了台车	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	换皮	530	换了皮、换完皮、换皮没、没换皮、换没换皮、换了个皮	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	换钱	529	换了钱、换完钱、换钱没、没换钱、换没换钱、换了个钱、换了笔钱	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	拿枪	522	拿了枪、拿完枪、拿枪没、没拿枪、拿没拿枪、拿了个枪	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	退费	517	退了费、退完费、退费没、没退费、退没退费、退了个费	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	卖盘	513	卖了盘、卖完盘、卖盘没、没卖盘、卖没卖盘、卖了个盘	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	烤鱼	512	烤了鱼、烤完鱼、烤鱼没、没烤鱼、烤没烤鱼、烤了个鱼	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	读题	512	读了题、读完题、读题没、没读题、读没读题、读了个题、读了道题	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	放血	511	放了血、放完血、放血没、没放血、放没放血、放了个血	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	画手	511	画了手、画完手、画手没、没画手、画没画手、画了个手	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	推手	510	推了手、推完手、推手没、没推手、推没推手、推了个手	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	切菜	505	切了菜、切完菜、切菜没、没切菜、切没切菜、切了个菜、切了道菜、切了盘菜	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	炒房	505	炒了房、炒完房、炒房没、没炒房、炒没炒房、炒了个房、炒了套房、炒了间房	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	蒸箱	502	蒸了箱、蒸完箱、蒸箱没、没蒸箱、蒸没蒸箱、蒸了个箱	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	洗衣	499	洗了衣、洗完衣、洗衣没、没洗衣、洗没洗衣、洗了个衣	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	卖课	496	卖了课、卖完课、卖课没、没卖课、卖没卖课、卖了个课、卖了节课、卖了堂课、卖了门课	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	看盘	495	看了盘、看完盘、看盘没、没看盘、看没看盘、看了个盘	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	交费	493	交了费、交完费、交费没、交没交费、交了个费	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	开路	490	开了路、开完路、开路没、没开路、开没开路、开了个路	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	脱单	488	脱了单、脱完单、脱单没、脱没脱单、脱了个单、脱了张单	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	取钱	485	取了钱、取完钱、取钱没、没取钱、取没取钱、取了个钱、取了笔钱	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	拆线	483	拆了线、拆完线、拆线没、没拆线、拆没拆线、拆了个线	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	推车	480	推了车、推完车、推车没、没推车、推没推车、推了个车、推了辆车、推了台车	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	收音	480	收了音、收完音、收音没、没收音、收没收音、收了个音	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	倒水	478	倒完水、倒水没、没倒水、倒没倒水、倒了个水、倒了杯水、倒了瓶水、倒了口水、倒了碗水	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	收手	474	收了手、收完手、收手没、没收手、收没收手、收了个手	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	订票	473	订了票、订完票、订票没、没订票、订没订票、订了个票、订了张票	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	吃草	471	吃了草、吃完草、吃草没、没吃草、吃没吃草、吃了个草	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	填表	467	填了表、填表没、没填表、填没填表、填了个表	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	收单	464	收了单、收完单、收单没、没收单、收没收单、收了个单、收了张单	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	打款	458	打了款、打完款、打款没、没打款、打没打款、打了个款、打了笔款	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	开球	457	开了球、开完球、开球没、没开球、开没开球、开了个球	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	亲眼	452	亲了眼、亲完眼、亲眼没、没亲眼、亲没亲眼、亲了个眼	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	贴脸	452	贴了脸、贴完脸、贴脸没、没贴脸、贴没贴脸、贴了个脸	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	贴牌	451	贴了牌、贴完牌、贴牌没、没贴牌、贴没贴牌、贴了个牌	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	补血	447	补了血、补完血、补血没、没补血、补没补血、补了个血	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	取款	436	取了款、取完款、取款没、没取款、取没取款、取了个款、取了笔款	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	换血	435	换了血、换完血、换血没、没换血、换没换血、换了个血	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	看车	435	看了车、看完车、看车没、没看车、看没看车、看了个车、看了辆车、看了台车	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	穿鞋	431	穿了鞋、穿完鞋、穿鞋没、穿没穿鞋、穿了个鞋	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	治水	430	治了水、治完水、治水没、没治水、治没治水、治了个水、治了杯水、治了瓶水、治了口水、治了碗水	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	砍头	428	砍完头、砍头没、没砍头、砍没砍头、砍了个头	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	写稿	427	写了稿、写完稿、写稿没、没写稿、写没写稿、写了个稿	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	亲口	426	亲了口、亲完口、亲口没、没亲口、亲没亲口、亲了个口	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	练球	425	练了球、练完球、练球没、没练球、练没练球、练了个球	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	拔刀	424	拔了刀、拔完刀、拔刀没、没拔刀、拔没拔刀、拔了个刀	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	贴皮	423	贴了皮、贴完皮、贴皮没、没贴皮、贴没贴皮、贴了个皮	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	磨皮	416	磨了皮、磨完皮、磨皮没、没磨皮、磨没磨皮、磨了个皮	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	听音	415	听了音、听完音、听音没、没听音、听没听音、听了个音	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	吃鱼	408	吃了鱼、吃完鱼、吃鱼没、没吃鱼、吃没吃鱼、吃了个鱼	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	翻牌	407	翻了牌、翻完牌、翻牌没、没翻牌、翻没翻牌、翻了个牌	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	砍树	405	砍了树、砍完树、砍树没、没砍树、砍没砍树、砍了个树	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	还手	405	还了手、还完手、还手没、没还手、还没还手、还了个手	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	拖车	402	拖了车、拖完车、拖车没、没拖车、拖没拖车、拖了个车、拖了辆车、拖了台车	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	拉花	398	拉了花、拉完花、拉花没、没拉花、拉没拉花、拉了个花	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	脱手	396	脱了手、脱完手、脱手没、没脱手、脱没脱手、脱了个手	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	刷脸	393	刷了脸、刷完脸、刷脸没、没刷脸、刷没刷脸、刷了个脸	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	打水	388	打完水、打水没、没打水、打没打水、打了个水、打了杯水、打了瓶水、打了口水、打了碗水	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	看房	388	看了房、看完房、看房没、没看房、看没看房、看了个房、看了套房、看了间房	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	养花	386	养了花、养完花、养花没、没养花、养没养花、养了个花	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	买盘	385	买了盘、买完盘、买盘没、没买盘、买没买盘、买了个盘	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	补图	385	补了图、补完图、补图没、没补图、补没补图、补了个图、补了张图、补了幅图	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	领证	385	领证没、领没领证、领了个证	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	吹水	384	吹了水、吹完水、吹水没、没吹水、吹没吹水、吹了个水、吹了杯水、吹了瓶水、吹了口水、吹了碗水	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	脱皮	384	脱了皮、脱完皮、脱皮没、没脱皮、脱没脱皮、脱了个皮	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	配镜	378	配了镜、配完镜、配镜没、没配镜、配没配镜、配了个镜	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	切图	376	切了图、切完图、切图没、没切图、切没切图、切了个图、切了张图、切了幅图	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	发图	376	发了图、发完图、发图没、没发图、发没发图、发了个图、发了张图、发了幅图	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	卖肉	374	卖了肉、卖完肉、卖肉没、没卖肉、卖没卖肉、卖了个肉、卖了块肉、卖了片肉	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	抢手	371	抢了手、抢完手、抢手没、没抢手、抢没抢手、抢了个手	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	煎锅	371	煎了锅、煎完锅、煎锅没、没煎锅、煎没煎锅、煎了个锅	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	开单	370	开了单、开完单、开单没、没开单、开没开单、开了个单、开了张单	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	拍手	369	拍了手、拍完手、拍手没、没拍手、拍没拍手、拍了个手	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	放盐	366	放了盐、放完盐、放盐没、放没放盐、放了个盐	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	抬眼	360	抬了眼、抬完眼、抬眼没、没抬眼、抬没抬眼、抬了个眼	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	抢钱	359	抢了钱、抢完钱、抢钱没、没抢钱、抢没抢钱、抢了个钱、抢了笔钱	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	报课	357	报了课、报完课、报课没、没报课、报没报课、报了个课、报了节课、报了堂课、报了门课	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	修音	353	修了音、修完音、修音没、没修音、修没修音、修了个音	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	编舞	352	编了舞、编完舞、编舞没、没编舞、编没编舞、编了个舞	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	采血	351	采了血、采完血、采血没、没采血、采没采血、采了个血	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	抽水	349	抽了水、抽完水、抽水没、没抽水、抽没抽水、抽了个水、抽了杯水、抽了瓶水、抽了口水、抽了碗水	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	开卡	341	开了卡、开完卡、开卡没、没开卡、开没开卡、开了个卡、开了张卡	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	插花	341	插了花、插完花、插花没、没插花、插没插花、插了个花	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	开瓶	339	开了瓶、开完瓶、开瓶没、没开瓶、开没开瓶、开了个瓶	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	买鞋	337	买了鞋、买完鞋、买鞋没、没买鞋、买没买鞋、买了个鞋	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	灌木	337	灌了木、灌完木、灌木没、没灌木、灌没灌木、灌了个木	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	画线	337	画了线、画完线、画线没、没画线、画没画线、画了个线	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	发卡	331	发了卡、发完卡、发卡没、没发卡、发没发卡、发了个卡、发了张卡	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	切线	329	切了线、切完线、切线没、没切线、切没切线、切了个线	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	卖酒	328	卖了酒、卖完酒、卖酒没、没卖酒、卖没卖酒、卖了个酒、卖了杯酒、卖了瓶酒、卖了口酒	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	养眼	320	养了眼、养完眼、养眼没、没养眼、养没养眼、养了个眼	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	吃糖	319	吃完糖、吃糖没、没吃糖、吃没吃糖、吃了个糖	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	洗稿	317	洗了稿、洗完稿、洗稿没、没洗稿、洗没洗稿、洗了个稿	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	抓手	316	抓了手、抓完手、抓手没、没抓手、抓没抓手、抓了个手	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	装瓶	315	装了瓶、装完瓶、装瓶没、没装瓶、装没装瓶、装了个瓶	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	挖坟	314	挖了坟、挖完坟、挖坟没、没挖坟、挖没挖坟、挖了个坟	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	试镜	314	试了镜、试完镜、试镜没、没试镜、试没试镜、试了个镜	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	捕手	313	捕了手、捕完手、捕手没、没捕手、捕没捕手、捕了个手	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	插管	313	插了管、插完管、插管没、没插管、插没插管、插了个管	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	洗盘	313	洗了盘、洗完盘、洗盘没、没洗盘、洗没洗盘、洗了个盘	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	试纸	313	试了纸、试完纸、试纸没、没试纸、试没试纸、试了个纸	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	看管	312	看了管、看完管、看管没、没看管、看没看管、看了个管	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	卖菜	311	卖了菜、卖完菜、卖菜没、没卖菜、卖没卖菜、卖了个菜、卖了道菜、卖了盘菜	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	种花	309	种了花、种完花、种花没、没种花、种没种花、种了个花	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	洗菜	308	洗了菜、洗完菜、洗菜没、没洗菜、洗没洗菜、洗了个菜、洗了道菜、洗了盘菜	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	磨刀	308	磨了刀、磨完刀、磨刀没、没磨刀、磨没磨刀、磨了个刀	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	练枪	308	练了枪、练完枪、练枪没、没练枪、练没练枪、练了个枪	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	蒸锅	308	蒸了锅、蒸完锅、蒸锅没、没蒸锅、蒸没蒸锅、蒸了个锅	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	退房	308	退了房、退完房、退房没、没退房、退没退房、退了个房、退了套房、退了间房	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	养鱼	307	养了鱼、养完鱼、养鱼没、没养鱼、养没养鱼、养了个鱼	cn_dicts/base.dict.yaml
verb_object	cn_dicts_cell/composite.dict.yaml	买酒	304	买了酒、买完酒、买酒没、没买酒、买没买酒、买了个酒、买了杯酒、买了瓶酒、买了口酒	cn_dicts/base.dict.yaml
